ID,Age,Salary,Experience,Department,City,Gender,Rating,Bonus,Performance,Join_Year,Active
3081,20,31920,17,Marketing,Delhi,Female,3.2,5048,Low,2001,Yes
3082,62,27432,32,HR,Chennai,Male,2.7,1506,Medium,2009,No
3083,20,83575,26,Marketing,Delhi,Female,3.0,7287,Low,2002,No
3084,44,91725,18,Marketing,Delhi,Female,1.2,13214,High,2014,Yes
3085,60,113575,13,Finance,Delhi,Female,4.9,1246,High,2011,No
3086,57,53910,24,HR,Pune,Female,1.2,7684,Low,2018,No
3087,55,50226,33,HR,Chennai,Female,1.7,15655,Low,2008,No
3088,50,93150,23,Sales,Bangalore,Female,3.7,8552,Low,2013,No
3089,45,79099,37,IT,Mumbai,Female,1.6,15569,Medium,2014,No
3090,18,106760,22,Marketing,Delhi,Female,1.4,12801,Low,2022,Yes
3091,25,38013,4,Sales,Chennai,Female,1.6,13849,Low,2010,Yes
3092,54,41446,35,Sales,Mumbai,Female,1.2,10634,Low,2010,No
3093,49,90375,23,Marketing,Chennai,Male,2.0,3639,Low,2002,No
3094,60,82509,35,Finance,Mumbai,Male,2.1,5157,Low,2010,No
3095,54,115739,4,Finance,Chennai,Male,3.0,14382,High,2000,No
3096,21,20557,38,Marketing,Bangalore,Male,2.8,2918,High,2003,Yes
3097,47,50666,5,HR,Chennai,Male,2.9,1943,High,2020,Yes
3098,23,57389,35,IT,Chennai,Female,3.5,19941,Medium,2019,Yes
3099,63,67700,3,Finance,Delhi,Female,1.9,1988,Medium,2009,No
3100,36,119143,9,IT,Delhi,Female,1.5,8936,High,2017,No
3101,49,44578,0,Sales,Delhi,Female,4.5,7693,Low,2000,No
3102,26,94779,20,Sales,Chennai,Male,3.5,15672,Low,2020,No
3103,29,29596,39,Marketing,Bangalore,Male,1.2,5279,Medium,2002,Yes
3104,28,77500,38,Marketing,Mumbai,Female,4.8,15615,Medium,2002,No
3105,63,92534,36,Marketing,Delhi,Female,3.8,10928,Low,2018,No
3106,33,30129,2,Finance,Pune,Male,1.6,4113,Medium,2017,Yes
3107,18,83394,30,IT,Chennai,Female,4.9,10515,Low,2012,No
3108,62,86046,26,Sales,Bangalore,Female,2.5,12627,High,2002,Yes
3109,38,31596,16,IT,Bangalore,Male,4.9,15325,Medium,2022,Yes
3110,47,85355,22,Finance,Delhi,Female,1.4,5214,High,2017,Yes
3111,30,32974,12,IT,Delhi,Female,1.6,4148,Medium,2018,Yes
3112,51,86673,26,IT,Pune,Female,3.6,3886,High,2007,Yes
3113,21,113433,19,Marketing,Pune,Male,1.1,13178,High,2013,No
3114,45,90202,12,IT,Delhi,Male,1.1,3481,Medium,2023,Yes
3115,55,94442,23,IT,Mumbai,Male,4.2,19394,Medium,2000,Yes
3116,48,41818,2,IT,Delhi,Male,1.7,2425,High,2000,No
3117,44,63246,9,HR,Delhi,Male,4.7,1667,High,2007,Yes
3118,22,75598,0,Sales,Bangalore,Male,2.7,6532,Low,2011,Yes
3119,42,22654,12,Sales,Delhi,Male,4.5,17486,High,2007,No
3120,20,53758,13,IT,Delhi,Female,2.7,4685,Medium,2010,No
3121,50,44204,32,Marketing,Delhi,Male,3.1,1048,Low,2013,Yes
3122,21,54928,1,Marketing,Mumbai,Female,2.3,5947,Low,2017,Yes
3123,42,73609,1,Marketing,Bangalore,Male,3.6,17167,High,2011,Yes
3124,37,50552,38,Sales,Chennai,Female,2.3,13288,Low,2007,No
3125,51,30336,30,Finance,Chennai,Female,1.9,13448,Medium,2000,Yes
3126,43,67037,3,IT,Chennai,Male,1.3,5719,Medium,2020,No
3127,22,36206,33,Sales,Chennai,Female,1.2,18677,High,2009,Yes
3128,52,54831,18,Marketing,Bangalore,Male,2.2,15811,Low,2004,Yes
3129,45,63563,36,Sales,Delhi,Female,3.9,7908,High,2013,No
3130,46,38361,8,Sales,Chennai,Female,1.8,11155,High,2007,Yes
3131,26,61335,23,Sales,Delhi,Female,2.2,18700,High,2023,No
3132,55,94469,12,Marketing,Chennai,Male,4.6,14899,Low,2011,Yes
3133,23,45816,29,Finance,Mumbai,Female,3.6,1498,Medium,2003,Yes
3134,36,35619,18,HR,Delhi,Female,4.7,17870,Medium,2017,No
3135,61,112479,9,IT,Bangalore,Male,4.6,8579,Low,2014,Yes
3136,28,46819,13,IT,Mumbai,Male,1.3,6740,High,2005,Yes
3137,19,31741,39,Sales,Mumbai,Female,4.8,1888,Medium,2010,Yes
3138,64,28798,19,Finance,Bangalore,Male,1.2,12920,High,2012,No
3139,61,45143,3,Marketing,Mumbai,Male,4.7,11483,Medium,2019,No
3140,61,69695,37,HR,Delhi,Male,3.2,8736,High,2001,No
3141,26,52747,38,HR,Pune,Male,3.1,2104,High,2008,Yes
3142,38,119187,4,Sales,Pune,Female,3.9,17564,High,2008,No
3143,41,41182,31,Sales,Chennai,Male,4.5,5767,Medium,2022,Yes
3144,51,29415,5,Marketing,Chennai,Female,3.5,18253,High,2001,Yes
3145,39,31085,13,Marketing,Delhi,Male,2.7,12640,Medium,2002,No
3146,20,35008,5,Marketing,Bangalore,Male,1.4,9408,Medium,2023,Yes
3147,29,107638,13,Sales,Delhi,Male,4.2,3810,Medium,2009,Yes
3148,45,38452,11,Finance,Chennai,Female,1.5,15337,Medium,2017,No
3149,47,84075,26,Sales,Mumbai,Female,3.9,14886,Low,2020,No
3150,43,28120,25,Sales,Delhi,Female,3.1,16834,Medium,2017,Yes
3151,38,84385,11,HR,Delhi,Female,2.5,13747,High,2000,Yes
3152,45,93356,7,Marketing,Bangalore,Male,3.5,18015,Medium,2014,No
3153,43,38170,9,IT,Chennai,Female,4.1,14044,High,2012,No
3154,50,36259,15,Marketing,Delhi,Male,4.8,16119,Low,2014,Yes
3155,38,42099,25,Finance,Mumbai,Female,2.1,17514,Medium,2022,No
3156,52,29649,7,Finance,Mumbai,Male,4.8,12480,Low,2003,No
3157,51,115791,28,Marketing,Pune,Female,4.8,9721,Medium,2018,No
3158,58,79258,19,Marketing,Chennai,Male,4.3,14542,Medium,2002,No
3159,64,61037,16,Sales,Mumbai,Male,4.5,11025,Low,2012,No
3160,35,31805,18,IT,Bangalore,Female,3.8,2147,High,2006,No
3161,28,63147,16,Sales,Chennai,Female,1.2,1561,High,2011,Yes
3162,40,94280,38,HR,Mumbai,Male,3.3,18479,High,2022,Yes
3163,39,66053,0,HR,Delhi,Male,4.0,16731,Medium,2001,Yes
3164,34,117841,28,Finance,Chennai,Female,4.8,3172,High,2015,Yes
3165,22,111393,13,Finance,Mumbai,Male,3.3,11622,High,2021,Yes
3166,61,96215,16,IT,Delhi,Female,4.2,15520,Medium,2007,No
3167,28,115365,12,Finance,Pune,Male,3.8,1083,Low,2022,No
3168,47,30985,28,HR,Chennai,Female,2.1,3987,High,2011,Yes
3169,32,113823,33,IT,Chennai,Female,1.6,13952,Low,2001,No
3170,44,32391,26,HR,Mumbai,Female,4.0,16045,Medium,2015,Yes
3171,52,24861,32,Marketing,Pune,Male,1.9,7875,Medium,2022,Yes
3172,50,83582,28,Marketing,Bangalore,Female,2.0,6079,High,2014,No
3173,37,71928,36,IT,Mumbai,Female,3.6,1905,High,2008,No
3174,33,54364,38,Sales,Mumbai,Female,4.2,7793,Low,2014,No
3175,51,102399,18,Finance,Bangalore,Female,3.3,15018,High,2002,No
3176,19,117035,23,IT,Bangalore,Female,4.5,9730,Low,2010,No
3177,52,113330,13,Finance,Bangalore,Male,1.8,15498,Medium,2018,Yes
3178,57,62923,36,HR,Bangalore,Male,2.0,7205,Low,2014,No
3179,45,27919,4,Sales,Bangalore,Male,3.5,13550,Medium,2020,Yes
3180,64,75896,23,Finance,Delhi,Female,4.3,1198,High,2000,No
3181,56,105818,33,Marketing,Delhi,Male,3.2,10723,Low,2006,Yes
3182,23,67396,30,Marketing,Bangalore,Female,1.0,18355,Low,2022,Yes
3183,26,54840,29,HR,Pune,Male,3.7,6314,Low,2003,Yes
3184,37,62255,8,IT,Pune,Male,4.3,12055,High,2021,No
3185,18,91160,26,Finance,Bangalore,Male,2.1,3370,High,2000,No
3186,25,119242,27,HR,Delhi,Male,1.2,13632,High,2019,No
3187,40,28176,25,Marketing,Pune,Female,3.1,13199,Low,2010,No
3188,20,53529,17,Marketing,Delhi,Male,1.2,10825,Low,2018,No
3189,21,76406,35,Marketing,Mumbai,Male,2.7,6321,Medium,2011,No
3190,42,32941,7,Sales,Delhi,Female,1.1,2371,Low,2020,No
3191,64,21669,17,Sales,Bangalore,Male,1.9,19442,Medium,2007,Yes
3192,55,105782,19,Marketing,Chennai,Male,2.6,9626,High,2012,Yes
3193,32,64859,31,IT,Bangalore,Female,1.4,1839,Medium,2004,No
3194,38,75786,28,Sales,Mumbai,Male,1.5,7291,Medium,2000,No
3195,52,71083,17,Finance,Delhi,Male,4.3,12908,Low,2017,No
3196,63,60076,6,Sales,Pune,Female,1.2,17296,Low,2001,No
3197,31,40323,0,Finance,Bangalore,Female,3.8,7412,Medium,2008,No
3198,53,119430,27,Sales,Pune,Male,4.3,16050,Medium,2012,Yes
3199,29,26021,32,Marketing,Delhi,Male,1.5,13523,High,2012,Yes
3200,34,59807,3,Finance,Mumbai,Male,1.8,5738,Low,2022,Yes
3201,56,70355,19,IT,Bangalore,Female,3.6,19683,High,2014,No
3202,26,64732,35,Sales,Pune,Female,2.3,17224,Medium,2019,No
3203,52,28711,30,Sales,Bangalore,Male,2.9,19999,High,2008,No
3204,30,83079,37,Marketing,Bangalore,Female,4.3,1891,Low,2014,Yes
3205,32,27904,27,Finance,Pune,Female,1.6,9952,Medium,2006,Yes
3206,35,84033,2,Marketing,Mumbai,Male,3.5,2225,Medium,2010,No
3207,50,106478,5,Finance,Bangalore,Female,4.8,3296,High,2022,Yes
3208,23,109787,22,Sales,Mumbai,Female,1.2,17333,Low,2004,Yes
3209,44,75096,6,Sales,Mumbai,Female,1.2,12508,Medium,2008,No
3210,40,110594,35,Sales,Delhi,Female,3.2,14536,Medium,2013,No
3211,44,23093,0,Sales,Pune,Male,4.8,1864,High,2018,Yes
3212,51,44918,5,HR,Delhi,Female,1.9,7582,Medium,2014,Yes
3213,63,92743,23,Sales,Chennai,Male,2.3,14622,Medium,2015,Yes
3214,55,82636,36,Sales,Delhi,Male,1.4,12772,Low,2019,No
3215,31,78806,35,Finance,Bangalore,Male,2.4,3101,Low,2014,No
3216,53,29394,23,Sales,Bangalore,Male,1.2,19752,High,2021,Yes
3217,25,112510,37,Sales,Bangalore,Female,2.6,18626,Medium,2022,Yes
3218,52,113708,28,Finance,Chennai,Male,3.2,12058,Low,2014,No
3219,36,117819,36,Sales,Mumbai,Male,4.9,18311,High,2023,Yes
3220,47,33280,31,Sales,Bangalore,Female,4.3,6588,Low,2003,No
3221,31,56303,24,Marketing,Delhi,Female,4.3,1346,High,2018,No
3222,37,47453,9,HR,Mumbai,Female,1.9,7819,High,2018,Yes
3223,42,80695,34,Finance,Delhi,Male,1.3,1488,Medium,2004,No
3224,57,88449,24,Marketing,Delhi,Male,3.4,19790,High,2001,Yes
3225,41,45765,26,IT,Bangalore,Female,3.1,10272,High,2000,No
3226,31,22340,31,IT,Delhi,Female,3.1,8708,Low,2008,No
3227,43,111715,11,HR,Chennai,Male,1.4,2110,High,2007,No
3228,55,113409,3,IT,Mumbai,Female,3.0,3425,High,2011,Yes
3229,40,58057,25,HR,Bangalore,Female,1.6,10578,Low,2002,Yes
3230,39,20597,2,IT,Bangalore,Male,2.7,18353,Low,2020,Yes
3231,36,77988,16,IT,Delhi,Female,1.2,5403,Low,2007,No
3232,63,114655,8,Marketing,Delhi,Female,4.4,2934,Low,2017,No
3233,20,35025,28,IT,Pune,Female,1.1,4160,Medium,2022,No
3234,59,27145,0,HR,Pune,Female,4.8,5786,Medium,2008,Yes
3235,36,75797,17,Sales,Bangalore,Female,4.5,8454,High,2003,Yes
3236,26,61723,19,Sales,Bangalore,Female,4.0,17330,Low,2015,Yes
3237,45,93230,33,Sales,Delhi,Male,4.9,12859,Medium,2017,Yes
3238,37,24830,27,HR,Chennai,Male,1.2,7799,High,2009,Yes
3239,62,43930,34,HR,Chennai,Female,3.6,1163,Medium,2016,Yes
3240,24,43752,15,Sales,Delhi,Male,4.4,6414,Medium,2021,No
3241,31,96025,20,IT,Pune,Female,1.5,12923,Medium,2007,Yes
3242,26,118228,12,Sales,Pune,Male,3.3,11551,High,2001,No
3243,36,101304,34,Finance,Chennai,Female,2.6,8920,Medium,2009,No
3244,64,82040,31,HR,Bangalore,Male,2.7,8641,High,2011,Yes
3245,31,87696,37,Finance,Delhi,Female,4.7,19478,Low,2006,Yes
3246,55,84648,5,Finance,Bangalore,Female,3.2,14191,Low,2006,Yes
3247,53,75030,37,HR,Pune,Female,1.4,12556,Low,2012,No
3248,57,76815,37,Sales,Chennai,Male,4.7,10338,Low,2018,Yes
3249,34,105669,12,Marketing,Bangalore,Male,1.7,3568,Medium,2009,No
3250,47,55690,38,Finance,Pune,Male,4.6,5938,Medium,2019,Yes
3251,26,108406,12,Sales,Pune,Female,4.9,4796,Low,2023,No
3252,50,110032,11,Marketing,Pune,Male,4.5,3374,High,2005,No
3253,42,77923,32,Finance,Bangalore,Male,3.7,2931,Medium,2012,No
3254,31,56572,27,Sales,Mumbai,Female,4.0,16892,Medium,2017,Yes
3255,28,74030,2,Finance,Chennai,Female,3.8,8173,High,2015,No
3256,52,87904,17,Sales,Pune,Male,2.8,5138,High,2021,Yes
3257,58,49203,25,IT,Bangalore,Female,2.1,16196,High,2006,Yes
3258,31,97088,39,IT,Delhi,Male,2.1,18973,Low,2007,No
3259,47,25608,1,HR,Chennai,Female,3.9,8818,Low,2007,No
3260,58,65667,3,Marketing,Delhi,Female,3.5,4096,High,2015,Yes
3261,21,75547,27,Finance,Delhi,Male,3.3,18291,Low,2007,No
3262,21,42485,27,Finance,Bangalore,Female,3.6,5672,Low,2014,Yes
3263,45,29862,24,Sales,Mumbai,Female,4.1,9451,High,2007,No
3264,25,95948,25,Marketing,Bangalore,Female,4.0,15718,Medium,2005,No
3265,19,106890,1,Finance,Bangalore,Female,1.4,9128,Low,2000,No
3266,58,91880,33,Marketing,Chennai,Female,2.5,6537,High,2015,Yes
3267,63,77560,29,Marketing,Bangalore,Female,2.1,6594,High,2012,No
3268,39,103529,20,IT,Chennai,Female,3.2,10324,High,2003,No
3269,58,114218,36,Finance,Pune,Female,1.2,13815,Medium,2017,Yes
3270,33,48415,22,Finance,Chennai,Female,4.0,10869,High,2006,Yes
3271,46,84523,32,HR,Bangalore,Female,1.4,1869,High,2000,No
3272,47,39323,1,Marketing,Pune,Female,2.1,19415,Medium,2004,No
3273,29,73214,26,Sales,Pune,Female,4.1,10780,High,2007,Yes
3274,52,37997,21,IT,Mumbai,Male,1.2,16545,Low,2003,No
3275,28,77003,33,HR,Bangalore,Female,3.6,9766,Medium,2006,Yes
3276,63,23679,15,IT,Delhi,Female,4.7,16585,Medium,2015,No
3277,38,115025,19,Sales,Bangalore,Female,3.5,7368,High,2004,No
3278,38,60308,25,HR,Delhi,Male,3.9,10398,Low,2016,No
3279,22,95024,15,IT,Mumbai,Male,4.2,7304,Medium,2010,No
3280,37,59842,5,Sales,Bangalore,Male,1.9,10277,High,2017,No
3281,54,85408,22,HR,Mumbai,Male,3.3,16270,High,2004,Yes
3282,20,89532,36,Sales,Delhi,Female,2.2,17780,Medium,2022,No
3283,61,73938,7,HR,Chennai,Female,2.0,16952,Medium,2022,No
3284,50,25695,5,Finance,Bangalore,Female,1.8,2864,High,2002,Yes
3285,26,115740,36,Finance,Pune,Male,3.3,14708,Medium,2019,Yes
3286,26,78499,21,IT,Pune,Female,4.2,11255,Low,2002,Yes
3287,21,43382,5,Marketing,Mumbai,Male,4.5,16270,Low,2011,Yes
3288,52,34235,31,Marketing,Chennai,Male,2.7,7752,High,2023,Yes
3289,34,82223,16,Sales,Pune,Male,2.5,12623,Low,2014,Yes
3290,51,22366,37,HR,Pune,Female,3.7,18035,High,2008,Yes
3291,41,47467,16,Finance,Bangalore,Female,4.1,19561,Medium,2013,Yes
3292,49,79316,36,Marketing,Pune,Female,2.0,12168,Medium,2007,No
3293,18,26764,22,Finance,Delhi,Female,2.2,9846,High,2017,Yes
3294,25,110896,12,Sales,Mumbai,Male,3.1,18232,High,2009,Yes
3295,62,81836,31,Sales,Pune,Female,2.8,16710,Medium,2016,Yes
3296,40,51923,21,HR,Bangalore,Female,3.8,9669,High,2014,Yes
3297,64,115711,6,Marketing,Delhi,Female,3.0,2061,Low,2020,Yes
3298,57,36292,21,Sales,Pune,Male,1.4,1975,Low,2001,Yes
3299,29,21614,20,Sales,Mumbai,Male,1.7,16657,Low,2002,Yes
3300,29,40939,5,Finance,Mumbai,Female,4.6,13140,Medium,2008,No
3301,63,38800,13,IT,Mumbai,Female,1.9,12088,Medium,2018,Yes
3302,64,76440,15,Marketing,Pune,Male,1.2,6883,Medium,2016,Yes
3303,32,43246,2,HR,Delhi,Male,3.9,17902,High,2001,Yes
3304,58,72805,8,HR,Chennai,Female,3.7,12831,Medium,2005,Yes
3305,36,69648,20,Finance,Mumbai,Male,3.4,3948,Medium,2010,Yes
3306,43,76851,29,HR,Delhi,Male,3.0,15787,Low,2010,Yes
3307,46,51688,29,Sales,Bangalore,Male,4.9,5032,Medium,2022,Yes
3308,39,113498,31,Marketing,Bangalore,Male,1.5,10044,High,2008,Yes
3309,57,49764,22,HR,Delhi,Male,3.0,14025,High,2015,No
3310,38,52470,2,Marketing,Bangalore,Male,3.3,10153,Low,2023,Yes
3311,55,58501,0,HR,Bangalore,Male,1.1,12544,Low,2021,No
3312,37,77207,2,IT,Mumbai,Female,2.6,5359,High,2019,No
3313,46,82157,36,IT,Pune,Male,4.1,11258,Low,2019,No
3314,21,23216,6,Marketing,Pune,Female,2.9,19696,Low,2013,Yes
3315,24,42072,2,IT,Pune,Female,4.5,16520,High,2019,Yes
3316,45,113778,35,IT,Pune,Female,3.6,17135,Low,2010,Yes
3317,45,57132,2,Sales,Delhi,Female,4.1,3853,High,2009,Yes
3318,21,37861,3,HR,Mumbai,Female,4.2,7303,High,2001,Yes
3319,39,84186,30,IT,Delhi,Female,3.8,16521,High,2006,Yes
3320,29,24960,1,Marketing,Bangalore,Male,4.0,12606,Low,2000,No
3321,62,38781,13,Sales,Mumbai,Male,3.8,16277,High,2004,No
3322,20,51126,36,IT,Chennai,Female,3.2,3432,Medium,2014,No
3323,39,42578,30,Marketing,Pune,Female,3.3,12270,Medium,2010,No
3324,61,37883,1,HR,Bangalore,Male,1.8,5970,Medium,2019,Yes
3325,19,49782,30,IT,Pune,Male,4.3,12119,Low,2017,No
3326,41,76387,21,Marketing,Pune,Female,2.2,15871,High,2008,Yes
3327,51,36979,9,Marketing,Pune,Female,3.1,13030,Medium,2000,No
3328,44,53746,29,Finance,Chennai,Female,2.0,10471,High,2019,Yes
3329,58,86266,32,Marketing,Bangalore,Male,3.8,12153,Low,2005,Yes
3330,18,20056,18,Finance,Pune,Male,4.9,1617,Low,2019,No
3331,25,51457,24,HR,Pune,Male,4.2,3359,Medium,2009,No
3332,40,22243,0,HR,Mumbai,Female,3.5,6602,Low,2003,No
3333,55,75031,31,Sales,Pune,Male,3.3,19463,Low,2017,No
3334,23,21701,24,Finance,Mumbai,Female,3.0,12852,High,2011,Yes
3335,39,76381,16,Marketing,Bangalore,Female,1.8,9284,High,2008,Yes
3336,42,70438,13,Sales,Bangalore,Male,2.4,10082,Medium,2016,No
3337,35,93839,12,Sales,Bangalore,Male,2.6,14139,Medium,2016,Yes
3338,34,100636,37,HR,Mumbai,Male,4.8,16982,High,2013,No
3339,29,86483,38,Marketing,Chennai,Female,2.7,12210,Low,2023,Yes
3340,23,40505,1,Finance,Chennai,Male,3.3,8829,Medium,2008,Yes
3341,43,26553,31,HR,Pune,Female,4.7,14231,High,2018,Yes
3342,44,53525,31,Sales,Bangalore,Male,3.1,16581,Low,2012,Yes
3343,25,100402,39,IT,Delhi,Female,2.0,13319,Low,2002,No
3344,36,116008,5,Sales,Pune,Male,2.5,13924,Low,2017,No
3345,59,64348,24,IT,Chennai,Female,2.5,5818,Medium,2008,Yes
3346,18,91187,2,HR,Chennai,Male,3.9,6095,Medium,2015,No
3347,46,27273,17,Finance,Bangalore,Female,2.2,14298,High,2017,Yes
3348,62,84236,37,Marketing,Mumbai,Male,3.9,10677,High,2006,No
3349,52,95569,2,IT,Pune,Male,4.6,7648,High,2017,Yes
3350,57,23535,4,Marketing,Mumbai,Male,2.3,15073,High,2013,No
3351,31,38677,23,HR,Chennai,Male,1.5,9402,High,2009,Yes
3352,52,103024,33,HR,Bangalore,Female,3.6,8949,Medium,2009,No
3353,62,20908,38,HR,Chennai,Male,2.4,17348,Low,2005,No
3354,37,90153,23,Finance,Bangalore,Female,3.1,9974,Low,2002,No
3355,30,115967,35,IT,Delhi,Male,3.5,9094,Medium,2016,No
3356,55,108989,27,Marketing,Mumbai,Male,2.6,8136,Low,2021,Yes
3357,63,55079,33,Sales,Pune,Male,4.7,8370,Medium,2001,No
3358,25,101556,15,HR,Bangalore,Male,2.6,1111,Low,2006,Yes
3359,60,69323,35,Marketing,Delhi,Female,2.2,10580,Low,2011,No
3360,37,65320,6,Marketing,Delhi,Female,4.5,4784,High,2000,Yes
3361,50,112098,17,Finance,Mumbai,Male,1.5,1696,Medium,2019,No
3362,43,109909,5,IT,Bangalore,Female,1.5,18636,Low,2004,Yes
3363,56,66105,27,Finance,Pune,Female,4.7,4409,Medium,2012,Yes
3364,38,50164,38,Finance,Pune,Male,1.8,1257,Medium,2018,No
3365,59,21885,33,Marketing,Pune,Male,1.6,4131,High,2005,Yes
3366,60,77819,28,IT,Chennai,Female,3.1,6077,High,2004,Yes
3367,58,21049,3,IT,Chennai,Female,1.2,11468,High,2004,No
3368,26,73281,13,IT,Bangalore,Male,3.5,14651,Low,2017,No
3369,41,63271,4,HR,Pune,Male,2.8,9623,Low,2009,No
3370,54,86697,24,IT,Delhi,Male,3.6,1117,Low,2020,No
3371,58,86351,38,Marketing,Pune,Male,2.1,7076,Low,2018,Yes
3372,34,56534,7,HR,Bangalore,Male,4.6,3947,High,2001,Yes
3373,41,113034,14,Sales,Pune,Male,2.1,7169,Medium,2010,Yes
3374,38,78097,18,Finance,Mumbai,Male,3.6,17723,Medium,2021,No
3375,56,73813,10,IT,Pune,Male,4.8,11410,Medium,2000,No
3376,58,45037,19,Sales,Delhi,Male,2.6,18660,Low,2005,No
3377,56,56007,35,IT,Bangalore,Male,1.6,7520,Low,2013,Yes
3378,30,99478,17,Finance,Bangalore,Female,1.3,2596,Low,2023,No
3379,28,47278,13,Marketing,Delhi,Female,4.9,1150,Medium,2002,Yes
3380,63,28272,37,Marketing,Bangalore,Female,4.1,1828,Low,2006,No
3381,36,77183,24,Finance,Pune,Male,4.7,9466,Medium,2014,Yes
3382,28,119173,15,Sales,Bangalore,Female,3.8,10419,Low,2018,Yes
3383,30,58294,17,HR,Pune,Male,2.4,12442,Medium,2021,No
3384,63,93277,0,HR,Bangalore,Male,1.5,1680,Low,2006,No
3385,62,82509,39,IT,Pune,Male,4.7,9073,High,2002,Yes
3386,18,24694,0,Finance,Pune,Female,3.0,16874,Low,2010,Yes
3387,57,115842,0,Finance,Delhi,Male,2.6,14319,Medium,2004,No
3388,61,78150,20,HR,Delhi,Male,3.3,10834,Medium,2013,No
3389,36,87470,24,Sales,Chennai,Female,1.4,6075,Medium,2002,Yes
3390,29,41556,26,Finance,Delhi,Male,2.2,16222,High,2003,No
3391,25,84471,9,Marketing,Pune,Female,3.6,15011,High,2004,No
3392,25,69855,11,Marketing,Pune,Female,1.4,1242,Medium,2022,No
3393,62,69086,27,Finance,Bangalore,Male,1.5,17863,Medium,2003,Yes
3394,29,38907,31,Sales,Bangalore,Female,3.0,6214,Medium,2003,Yes
3395,50,91695,32,Marketing,Chennai,Female,3.5,6030,Low,2001,Yes
3396,62,68487,7,Sales,Pune,Male,1.7,9400,Medium,2004,Yes
3397,43,49158,25,HR,Chennai,Male,1.1,10737,Low,2002,Yes
3398,56,40293,1,IT,Pune,Male,4.8,13188,High,2013,Yes
3399,45,65761,34,HR,Delhi,Male,1.1,1480,High,2003,Yes
3400,22,119468,33,IT,Bangalore,Female,1.0,8691,Medium,2015,No
3401,25,53387,5,Marketing,Chennai,Male,2.3,18932,High,2023,No
3402,42,60750,30,IT,Mumbai,Female,1.9,2958,Low,2003,Yes
3403,44,88602,22,IT,Pune,Male,3.3,2637,Low,2005,No
3404,63,41256,11,Finance,Delhi,Female,4.6,3260,Medium,2018,Yes
3405,40,25594,27,IT,Mumbai,Male,2.9,18576,Medium,2016,Yes
3406,47,22460,14,Finance,Delhi,Female,4.1,3017,High,2003,No
3407,62,92356,18,IT,Delhi,Male,4.6,14885,Medium,2021,Yes
3408,64,74698,11,Finance,Pune,Female,1.8,17904,Medium,2020,No
3409,40,36191,1,Marketing,Delhi,Male,3.0,16996,Medium,2011,Yes
3410,64,104631,10,Marketing,Chennai,Female,3.6,14985,Low,2006,No
3411,37,30529,36,IT,Mumbai,Male,2.3,9210,High,2015,No
3412,35,52175,37,Sales,Delhi,Male,4.0,16446,Medium,2013,Yes
3413,35,37675,24,Marketing,Delhi,Male,3.8,5625,Medium,2012,Yes
3414,19,63158,20,HR,Bangalore,Male,2.7,3284,Medium,2010,No
3415,21,66798,35,HR,Bangalore,Male,1.4,3151,Low,2010,No
3416,47,90910,8,Finance,Chennai,Female,1.0,18320,Low,2000,Yes
3417,50,45976,11,Sales,Bangalore,Female,2.5,17620,Medium,2007,No
3418,53,83116,9,Finance,Delhi,Female,1.3,14949,High,2012,Yes
3419,35,98678,4,IT,Delhi,Male,4.1,4173,Low,2003,Yes
3420,54,82821,32,Marketing,Mumbai,Male,2.3,19355,Medium,2023,Yes
3421,36,32204,4,Sales,Bangalore,Female,3.7,16497,High,2018,Yes
3422,64,75665,15,Finance,Pune,Male,2.4,10134,Medium,2019,Yes
3423,45,27394,36,Finance,Bangalore,Female,4.2,1390,High,2005,No
3424,57,84814,36,HR,Delhi,Male,4.6,3808,Low,2002,No
3425,37,53593,28,IT,Mumbai,Female,4.4,4851,High,2008,Yes
3426,50,61964,17,Finance,Bangalore,Female,2.9,13904,Low,2018,Yes
3427,29,97188,28,HR,Mumbai,Female,1.3,15752,Low,2006,No
3428,32,119276,5,Sales,Bangalore,Male,2.5,13123,High,2022,Yes
3429,58,73365,17,Finance,Chennai,Female,2.7,6143,Low,2010,No
3430,56,20443,31,HR,Delhi,Female,4.8,14598,High,2014,Yes
3431,19,109439,30,IT,Delhi,Male,3.3,16441,High,2014,No
3432,46,119058,10,Marketing,Pune,Male,3.6,11566,Low,2020,Yes
3433,58,48180,25,Sales,Delhi,Male,4.1,8665,Low,2021,Yes
3434,27,68791,27,Finance,Pune,Female,3.3,15919,Low,2016,No
3435,19,106655,26,HR,Delhi,Male,3.4,1629,Low,2014,Yes
3436,28,95899,18,Finance,Bangalore,Male,2.0,12813,Low,2011,Yes
3437,30,63665,26,Marketing,Bangalore,Male,1.2,6978,Medium,2018,Yes
3438,27,117077,19,Finance,Chennai,Male,3.9,18534,Medium,2002,Yes
3439,31,23465,2,Finance,Bangalore,Male,4.4,4051,Medium,2001,No
3440,35,88247,15,HR,Mumbai,Female,2.6,8086,Medium,2000,No
3441,26,71559,38,Marketing,Bangalore,Female,3.2,8735,Medium,2003,No
3442,56,45198,28,Sales,Pune,Male,2.2,9828,High,2023,No
3443,45,74740,14,HR,Chennai,Male,2.8,18257,Low,2006,No
3444,20,42488,29,Marketing,Mumbai,Male,1.8,13264,Medium,2011,Yes
3445,37,58515,39,Marketing,Mumbai,Female,4.0,17404,High,2021,No
3446,23,109144,0,Finance,Delhi,Female,3.0,6360,High,2016,No
